year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,deal_rating
2013,AUDI,A5,2.0T Premium quattro,coupe,automatic,waucfafr7da012649,pa,46.0,14411.0,blue,black,r hollenshead auto sales inc,28200.0,29100.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST),Fair Market
2014,CHRYSLER,200,Touring,sedan,automatic,1c3ccbbg8en118578,fl,45.0,26879.0,black,black,chrysler capital,12700.0,12000.0,Thu Jan 22 2015 01:35:00 GMT-0800 (PST),Good Price
2012,HONDA,Civic,EX-L,sedan,automatic,19xfb2f97ce308316,co,2.0,66941.0,gray,gray,remarketing by ge/manheim denver,11400.0,8900.0,Wed May 27 2015 04:45:00 GMT-0700 (PDT),Great Deal
2005,MERCURY,Grand Marquis,LS Ultimate,sedan,automatic,2mehm75w55x603045,nj,31.0,112757.0,white,burgundy,gateway one lending & finance,4325.0,2200.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT),Great Deal
2012,CHRYSLER,200,Touring,convertible,automatic,1c3bcbeb3cn183931,fl,19.0,80676.0,blue,beige,santander consumer,7575.0,9000.0,Wed Feb 04 2015 01:05:00 GMT-0800 (PST),Fair Market
2012,ACURA,Tsx,Base,sedan,,jh4cu2f44cc007820,pa,37.0,35422.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,16850.0,17000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST),Fair Market
2007,TOYOTA,Tundra,4x2 v8 sr5,nan,automatic,5tfrv541x7x005989,ga,,116128.0,blue,gray,motormax automotive inc,13300.0,14000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),Fair Market
2013,JEEP,Wrangler,Unlimited Sport,suv,automatic,1c4bjwdg7dl523228,nj,42.0,57284.0,black,black,wells fargo dealer services,22800.0,23600.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Fair Market
2005,FORD,F-150,STX,regular cab,automatic,1ftrf02275kd22196,tx,19.0,161573.0,red,gray,santander consumer,2850.0,4300.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),Fair Market
2012,DODGE,Grand Caravan,SXT,minivan,automatic,2c4rdgcg9cr223824,fl,21.0,62259.0,gray,black,the hertz corporation,10950.0,10000.0,Wed Mar 11 2015 02:10:00 GMT-0700 (PDT),Good Price
2010,MERCEDES-BENZ,Gl-Class,GL450 4MATIC,suv,automatic,4jgbf7be0aa607693,ga,35.0,77729.0,gray,black,mercedes benz of buckhead,24900.0,26000.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT),Fair Market
2005,HYUNDAI,Tiburon,GS,hatchback,,kmhhm65d35u178230,tx,2.0,90430.0,blue,black,mark one financial,3300.0,850.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST),Great Deal
2010,HYUNDAI,Elantra,GLS,sedan,automatic,kmhdu4ad8au020534,ga,27.0,99247.0,green,tan,santander consumer,5075.0,5200.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,VOLKSWAGEN,Jetta,TDI,sedan,automatic,3vwll7aj7em258358,sc,5.0,9442.0,silver,black,east coast volkswagen,18250.0,17700.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),Good Price
2013,NISSAN,Rogue,S,suv,,jn8as5mv8dw113350,pa,41.0,41081.0,gray,black,avis corporation,14250.0,14200.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST),Fair Market
2011,MAZDA,Mazda3,i Touring,sedan,automatic,jm1bl1vf6b1446637,fl,19.0,33345.0,black,black,jpmorgan chase bank n.a.,10100.0,7600.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),Great Deal
2012,BMW,3 Series,328i,sedan,automatic,wba3a5c55cf346753,fl,37.0,19680.0,black,red,american bank auto liquidators,23200.0,22400.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT),Good Price
2014,GMC,Yukon,SLT,suv,automatic,1gks2ce06er223986,ne,39.0,33123.0,white,gray,enterprise vehicle exchange/davenport,32400.0,33100.0,Thu Feb 12 2015 02:30:00 GMT-0800 (PST),Fair Market
2011,HYUNDAI,Elantra,GLS,sedan,automatic,kmhdh4ae3bu122399,il,19.0,65045.0,silver,gray,wells fargo dealer services,8100.0,8200.0,Thu Jan 08 2015 02:00:00 GMT-0800 (PST),Fair Market
2008,KIA,Sorento,Base,suv,automatic,kndjd735x85786879,nc,28.0,98696.0,silver,gray,remarketing by ge/drivetime,4875.0,5500.0,Tue Feb 24 2015 01:15:00 GMT-0800 (PST),Fair Market
2000,NISSAN,Pathfinder,SE,suv,automatic,jn8ar07y1yw417968,fl,1.0,174525.0,gold,tan,evans auto sales,1675.0,600.0,Tue Mar 03 2015 01:15:00 GMT-0800 (PST),Good Price
2003,CHRYSLER,Concorde,LX,sedan,automatic,2c3hd46r03h553837,nc,26.0,171478.0,red,gray,dt inventory,850.0,200.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST),Good Price
2001,HONDA,Civic,LX,coupe,automatic,1hgem22521l009749,nc,21.0,155353.0,silver,gray,honda of concord,1400.0,1600.0,Wed Jan 21 2015 06:30:00 GMT-0800 (PST),Fair Market
2003,LEXUS,Es 300,Base,sedan,automatic,jthbf30gx35041201,md,34.0,142740.0,silver,gray,lexus of annapolis,4725.0,4600.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Suburban,LS 1500,suv,automatic,1gnsche04dr151746,ca,34.0,39076.0,silver,black,wells fargo dealer services,26100.0,25300.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST),Good Price
2013,CHRYSLER,200,LX,sedan,automatic,1c3ccbab1dn560543,tx,45.0,46773.0,gold,black,chrysler capital,10350.0,10800.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST),Fair Market
2013,KIA,Sportage,Base,suv,automatic,kndpb3a22d7421614,md,29.0,56133.0,gray,gray,the hertz corporation,12850.0,11500.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),Good Price
2003,HUMMER,H2,Base,suv,automatic,5grgn23u93h127196,pa,44.0,86226.0,yellow,gray,crossroad motors llc,15250.0,14200.0,Fri Mar 06 2015 01:15:00 GMT-0800 (PST),Good Price
2012,JAGUAR,Xj,Base,sedan,automatic,sajwa2gb0clv29074,tn,44.0,44012.0,white,beige,jpmorgan chase bank n.a.,38400.0,43600.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST),Fair Market
2012,CHEVROLET,Traverse,LS,suv,automatic,1gnkrfed3cj327429,fl,4.0,54616.0,—,gray,lease plan/sutton ford,14700.0,15200.0,Wed Feb 25 2015 07:10:00 GMT-0800 (PST),Fair Market
2010,FORD,F-150,FX4,supercrew,automatic,1ftfw1ev2afb41069,mi,24.0,74572.0,red,black,multi auto trading inc,21000.0,18000.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT),Great Deal
2012,HONDA,Accord,EX-L V-6,sedan,automatic,1hgcp3f81ca020992,il,41.0,21678.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,16200.0,17500.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),Fair Market
2007,LEXUS,Is 250,Base,sedan,automatic,jthbk262672051653,tx,29.0,100235.0,white,gray,hopper motorplex inc,10550.0,10500.0,Wed May 27 2015 03:15:00 GMT-0700 (PDT),Fair Market
2014,CHEVROLET,Silverado 1500,LT,crew cab,automatic,3gcukreh2eg362641,il,4.0,19297.0,silver,black,gm remarketing,28700.0,13400.0,Thu Apr 16 2015 04:00:00 GMT-0700 (PDT),Great Deal
2015,BMW,3 Series,328i,sedan,automatic,wba3a5g51fns83588,nj,44.0,5109.0,white,black,bmw north america greer,37700.0,38250.0,Tue Jun 02 2015 07:00:00 GMT-0700 (PDT),Fair Market
2013,DODGE,Grand Caravan,SXT,minivan,automatic,2c4rdgcg7dr788784,pa,38.0,103781.0,beige,tan,lenders assistance corporation,9600.0,10200.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,LEXUS,Es 350,Base,sedan,automatic,jthbk1eg4c2484003,fl,3.0,36779.0,gray,black,lexus financial services,21500.0,20800.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),Good Price
2007,CHEVROLET,Impala,LS,sedan,automatic,2g1wb58k679350796,in,39.0,53285.0,white,gray,santander consumer,5925.0,6100.0,Thu Jan 22 2015 02:10:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Camaro,LT,coupe,automatic,2g1fc1e39d9147478,tx,22.0,25302.0,orange,black,gm financial,20600.0,16600.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT),Great Deal
2013,TOYOTA,Rav4,LE,suv,automatic,2t3zfrev0dw046833,pr,38.0,7975.0,gray,gray,oriental bank,19150.0,20200.0,Thu Feb 12 2015 03:30:00 GMT-0800 (PST),Fair Market
2009,HYUNDAI,Elantra,GLS,sedan,automatic,kmhdu46d99u668887,ma,33.0,144729.0,gray,gray,boch new to you superstore,3900.0,3500.0,Thu Dec 18 2014 18:30:00 GMT-0800 (PST),Fair Market
2014,BMW,X3,xDrive28i,suv,automatic,5uxwx9c50e0d23880,co,42.0,10011.0,black,tan,schomp bmw,35100.0,29000.0,Wed Apr 29 2015 04:45:00 GMT-0700 (PDT),Great Deal
2013,CHEVROLET,Silverado 1500,LT,extended cab,automatic,1gcrkse74dz189417,fl,41.0,38349.0,gray,black,universal motors of miami inc,23400.0,24400.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2007,HONDA,Odyssey,EX-L,minivan,automatic,5fnrl38787b137457,ga,25.0,151019.0,white,tan,carworks inc,5875.0,5200.0,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT),Good Price
2011,NISSAN,Rogue,SV,suv,automatic,jn8as5mv2bw312990,wa,36.0,53131.0,purple,black,nissan-infiniti lt,14300.0,16600.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),Fair Market
2014,TOYOTA,Camry,LE,sedan,automatic,4t1bf1fk0eu402859,fl,44.0,19823.0,gray,gray,toyota motor sales usa inc/program,15300.0,15100.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),Fair Market
2005,CHEVROLET,Avalanche,1500 LS,crew cab,automatic,3gnec12z95g194360,fl,33.0,200947.0,red,gray,coggin buick-gmc of orange park,4475.0,5000.0,Thu Mar 05 2015 05:00:00 GMT-0800 (PST),Fair Market
2012,FORD,Focus,SEL,hatchback,automatic,1fahp3m26cl385763,mi,45.0,71438.0,silver,black,erhard bmw of farmington hills,8525.0,9400.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,JEEP,Patriot,Sport,suv,automatic,1c4njrbb9ed591466,fl,21.0,33084.0,red,black,grow financial fcu,14550.0,8900.0,Thu Jun 18 2015 02:35:00 GMT-0700 (PDT),Great Deal
2012,FORD,F-250 Super Duty,Lariat,crew cab,automatic,1ft7w2bt7ceb29134,tx,38.0,85271.0,white,tan,td auto finance,34600.0,35100.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT),Fair Market
2005,NISSAN,Murano,SE,suv,automatic,jn8az08w05w402466,nj,19.0,115813.0,silver,beige,westlake financial services,5825.0,3000.0,Tue Jun 16 2015 03:30:00 GMT-0700 (PDT),Great Deal
2011,MINI,Cooper Clubman,S,hatchback,automatic,wmwzg3c57bty36608,ga,35.0,75316.0,green,black,innovative auto llc,10650.0,10100.0,Tue May 26 2015 06:00:00 GMT-0700 (PDT),Good Price
2011,FORD,Fiesta,SES,hatchback,automatic,3fadp4fj2bm129609,tx,34.0,138016.0,red,black,johnson sewell ford lincoln inc,6225.0,6200.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),Fair Market
2011,LEXUS,Is 250,Base,sedan,automatic,jthbf5c21b5156800,fl,48.0,33949.0,white,black,lexus financial services,20200.0,20200.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),Fair Market
2010,HONDA,Civic,Hybrid,sedan,automatic,jhmfa3f23as001441,pa,27.0,66100.0,gray,tan,ahfc/honda lease trust/hvt  inc.,8550.0,8200.0,Thu May 28 2015 06:15:00 GMT-0700 (PDT),Fair Market
2014,NISSAN,Altima,2.5 S,sedan,automatic,1n4al3ap2ec290312,mo,39.0,15585.0,gray,black,cerini/hertz car sales of columbia,16050.0,14400.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT),Great Deal
2011,BUICK,Regal,CXL,sedan,,w04gt5gc3b1013416,qc,39.0,66005.0,gray,black,financialinx,11400.0,13300.0,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT),Fair Market
2009,JAGUAR,Xf,Luxury,sedan,automatic,sajwa05b09hr10331,tx,42.0,84484.0,silver,black,texas direct auto,15050.0,13800.0,Wed Mar 04 2015 02:20:00 GMT-0800 (PST),Good Price
2012,LINCOLN,Mkz,Hybrid,sedan,automatic,3lndl2l34cr804022,ca,37.0,62508.0,white,beige,premium auto wholesale,12000.0,13500.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST),Fair Market
2014,DODGE,Grand Caravan,SXT,minivan,automatic,2c4rdgcgxer179013,wa,43.0,40915.0,gray,black,avis corporation,15600.0,16400.0,Tue Dec 23 2014 14:00:00 GMT-0800 (PST),Fair Market
2011,NISSAN,Murano,SL,suv,,jn8az1mw5bw187609,pa,44.0,41075.0,gray,beige,nissan-infiniti lt,19300.0,19000.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST),Fair Market
2014,CHEVROLET,Cruze,1LT,sedan,automatic,1g1pc5sb7e7129670,sc,34.0,40008.0,silver,black,enterprise veh exchange/rental,11600.0,11000.0,Thu Jan 15 2015 01:15:00 GMT-0800 (PST),Good Price
2012,FORD,Escape,XLT,suv,automatic,1fmcu0dg5ckc48001,wi,43.0,96577.0,—,black,sutton ford/ge,9200.0,10100.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),Fair Market
2011,INFINITI,G Sedan,G25x,g sedan,automatic,jn1dv6arxbm450479,tx,39.0,40810.0,gray,black,nissan infiniti lt,16400.0,16600.0,Tue Jan 13 2015 16:00:00 GMT-0800 (PST),Fair Market
2008,NISSAN,Sentra,2.0 S,sedan,automatic,3n1ab61e28l721840,fl,,79590.0,black,beige,the auto group collection inc,5250.0,4900.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),Fair Market
2013,DODGE,Journey,SE,suv,automatic,3c4pdcab8dt506186,tx,4.0,27283.0,white,black,southside bank,14250.0,13100.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST),Good Price
2014,FORD,Taurus,Limited,sedan,automatic,1fahp2f81eg176454,il,47.0,33342.0,white,gray,avis budget group,18250.0,19800.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT),Fair Market
2006,TOYOTA,Highlander,Base,suv,automatic,jtegp21a260094786,fl,28.0,109836.0,red,tan,sullivan auto group llc,6825.0,7100.0,Thu May 21 2015 02:35:00 GMT-0700 (PDT),Fair Market
2003,CHEVROLET,Silverado 2500Hd,Base,extended cab,automatic,1gchk29123e257396,tx,31.0,127945.0,gray,black,desert sun motors inc,13350.0,12750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),Good Price
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap6cn425075,tx,43.0,35860.0,white,gray,nissan-infiniti lt,11850.0,12200.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST),Fair Market
2001,FORD,Econoline Wagon,E-350 Super Duty XLT,van,,1fbss31l41hb46194,md,19.0,119986.0,green,gray,cox fleet,3450.0,350.0,Tue Feb 03 2015 05:00:00 GMT-0800 (PST),Great Deal
2013,INFINITI,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap1dm715383,fl,41.0,19968.0,white,beige,nissan infiniti lt,21800.0,20400.0,Thu Feb 12 2015 01:15:00 GMT-0800 (PST),Good Price
2011,RAM,1500,ST,quad cab,automatic,1d7rv1gtxbs687290,nc,35.0,90312.0,white,gray,lease plan usa,17700.0,18000.0,Tue Feb 17 2015 01:15:00 GMT-0800 (PST),Fair Market
2013,HYUNDAI,Elantra,GLS,sedan,automatic,5npdh4ae9dh336654,pa,29.0,19936.0,silver,gray,hyundai motor finance,11450.0,10000.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT),Good Price
2006,FORD,Explorer,XLS,suv,,1fmeu62e66ua27643,fl,19.0,81209.0,black,beige,gm financial,4675.0,5100.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST),Fair Market
2012,AUDI,A8,L 4.2 quattro,sedan,automatic,waurvafdxcn002559,ca,47.0,67638.0,gray,black,ferrari & maserati of san diego,34000.0,33750.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST),Fair Market
2006,ACURA,Tl,Base,sedan,,19uua66236a055704,pa,31.0,116523.0,silver,black,r hollenshead auto sales inc,7925.0,8000.0,Fri Mar 06 2015 01:00:00 GMT-0800 (PST),Fair Market
2013,PORSCHE,911,Carrera S,coupe,,wp0ab2a90ds123041,pa,49.0,104.0,gray,gray,village euro motors inc,85000.0,84750.0,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT),Fair Market
2012,FORD,Fusion,S,sedan,automatic,3fahp0ga8cr322005,ca,35.0,60638.0,white,gray,lease plan usa,9300.0,9600.0,Wed May 27 2015 05:30:00 GMT-0700 (PDT),Fair Market
2002,TOYOTA,Camry,LE,sedan,automatic,4t1be32k82u025990,fl,41.0,91861.0,silver,gray,mercedes benz of tampa,3325.0,4700.0,Thu Jun 11 2015 09:20:00 GMT-0700 (PDT),Fair Market
2012,JEEP,Wrangler,Unlimited Sahara,suv,automatic,1c4bjweg8cl278436,oh,48.0,22273.0,red,gray,humberview chevrolet,27400.0,25200.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),Great Deal
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap4cn506267,fl,4.0,34917.0,gray,gray,nissan-infiniti lt,11900.0,11600.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2002,VOLVO,S60,2.4,sedan,automatic,yv1rs61r122103396,md,35.0,108076.0,red,gray,darcars toyota of frederick,2225.0,2700.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2008,FORD,Focus,SE,sedan,automatic,1fahp35n18w149262,md,29.0,71076.0,black,beige,santander consumer,5150.0,5600.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0h70dr257632,mo,25.0,38206.0,silver,black,avis budget group,13300.0,12000.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST),Good Price
2013,INFINITI,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap2dm301366,tx,44.0,31871.0,silver,black,nissan infiniti lt,21200.0,21800.0,Thu Jan 15 2015 03:00:00 GMT-0800 (PST),Fair Market
2014,KIA,Forte,LX,sedan,automatic,knafx4a69e5219255,wi,42.0,14670.0,silver,black,kia motors america  inc,12400.0,12600.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),Fair Market
2012,HONDA,Pilot,EX-L,suv,automatic,5fnyf3h54cb028098,ca,39.0,54189.0,gray,gray,future auto sales inc,21300.0,21500.0,Tue May 19 2015 05:30:00 GMT-0700 (PDT),Fair Market
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap7cc149579,mo,39.0,45218.0,blue,tan,nissan-infiniti lt,11350.0,13700.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST),Fair Market
2011,KIA,Optima,LX,sedan,automatic,knagm4a76b5128770,co,33.0,58638.0,black,gray,gm financial,10800.0,10800.0,Tue Mar 03 2015 04:00:00 GMT-0800 (PST),Fair Market
2001,LEXUS,Gs 300,Base,sedan,automatic,jt8bd69s810143220,ca,28.0,86224.0,gray,black,century dealer services corp,4975.0,6250.0,Wed Feb 25 2015 04:00:00 GMT-0800 (PST),Fair Market
1999,TOYOTA,Land Cruiser,Base,suv,automatic,jt3ht05j9x0071711,ca,,186491.0,green,—,lexus of marin,5875.0,7000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),Fair Market
2013,FORD,F-150,Lariat,supercrew,,1ftfw1et0dkg21444,pa,46.0,26677.0,black,black,adcock brothers inc,33900.0,36000.0,Fri Jan 02 2015 09:30:00 GMT-0800 (PST),Fair Market
2014,DODGE,Grand Caravan,R/T,minivan,automatic,2c4rdgeg2er431429,pa,4.0,12646.0,gray,black,enterprise holdings/gdp,19200.0,19100.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),Fair Market
2008,CHEVROLET,Tahoe,LT,suv,automatic,1gnfc13j28r176218,ga,41.0,97674.0,black,black,import car connection inc,16250.0,19000.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST),Fair Market
2010,LEXUS,Lx 570,Base,suv,automatic,jtjhy7ax9a4053027,tx,48.0,57259.0,white,gray,music city autoplex llc,43000.0,44500.0,Wed May 27 2015 03:20:00 GMT-0700 (PDT),Fair Market
2014,FORD,Escape,SE,suv,automatic,1fmcu0gx6eub85428,ga,38.0,87220.0,white,gray,lease plan usa,13600.0,12300.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT),Good Price
2012,NISSAN,Juke,SV,hatchback,automatic,jn8af5mv6ct126215,nv,4.0,55267.0,black,black,bmw alphera/alphera financial services,13950.0,12900.0,Fri Jun 05 2015 05:00:00 GMT-0700 (PDT),Good Price
2008,HYUNDAI,Tiburon,GS,hatchback,automatic,kmhhm66d58u266523,tx,26.0,143118.0,white,black,santander consumer,3475.0,3800.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT),Fair Market
2004,VOLVO,Xc90,T6,suv,automatic,yv1cz91h641080037,fl,,139572.0,gold,gray,autobuy,3400.0,2600.0,Thu Dec 18 2014 09:10:00 GMT-0800 (PST),Good Price
2013,CHRYSLER,300,S,sedan,automatic,2c3ccagt1dh736266,mi,42.0,39134.0,black,black,chrysler capital,22300.0,23000.0,Thu Jan 15 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,LINCOLN,Mkz,Base,sedan,automatic,3lnhl2gc3cr825892,fl,47.0,32879.0,—,black,ford motor credit company llc pd,15250.0,14800.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT),Fair Market
2008,SUBARU,Impreza,2.5i,sedan,manual,jf1ge61608g507379,hi,19.0,135330.0,black,gray,santander consumer,4325.0,2500.0,Wed Feb 11 2015 06:35:00 GMT-0800 (PST),Great Deal
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap4cn487106,tn,35.0,54321.0,black,black,nissan-infiniti lt,10800.0,12600.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST),Fair Market
2000,VOLKSWAGEN,Jetta,GLS,sedan,automatic,3vwsc29m6ym075289,fl,2.0,149060.0,blue,beige,autonation toyota scion weston,1225.0,1300.0,Tue Mar 03 2015 10:00:00 GMT-0800 (PST),Fair Market
2012,KIA,Optima,LX,sedan,automatic,5xxgm4a71cg046557,tx,34.0,60370.0,burgundy,gray,santander consumer,11100.0,11600.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Equinox,LT,suv,automatic,2gnfleek8d6109920,wi,43.0,26957.0,silver,black,new look enterprises inc,19100.0,17900.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST),Good Price
2011,FORD,Edge,SEL,suv,automatic,2fmdk4jc5bbb49562,tn,37.0,45252.0,white,black,ford motor credit company llc,18950.0,18900.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST),Fair Market
2008,NAN,Nan,,nan,automatic,1gbdv131x8d210319,ca,1.0,107660.0,silver,gray,enterprise fm exchange/tra/lease,3000.0,2100.0,Tue Feb 03 2015 05:00:00 GMT-0800 (PST),Good Price
2012,NISSAN,Sentra,2,sedan,automatic,3n1ab6ap6cl772834,ca,41.0,66866.0,blue,beige,nissan motor acceptance corporation,7300.0,9200.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT),Fair Market
2012,FORD,Focus,SEL,hatchback,automatic,1fahp3m2xcl377326,ny,37.0,57437.0,white,black,par north america,9375.0,8000.0,Wed Jan 28 2015 02:10:00 GMT-0800 (PST),Good Price
2010,SUZUKI,Kizashi,GTS,sedan,automatic,js2re9a56a6100339,tx,22.0,96748.0,black,black,santander consumer,5775.0,4600.0,Wed Jan 07 2015 10:30:00 GMT-0800 (PST),Good Price
2012,MERCEDES-BENZ,C-Class,C250 Sport,sedan,automatic,wddgf4hb7ca728588,ca,41.0,20344.0,—,beige,mercedes-benz financial services,20700.0,19750.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT),Good Price
2013,CADILLAC,Xts,Platinum,sedan,automatic,2g61v5s30d9123936,tx,35.0,28053.0,red,gray,music city autoplex llc,31600.0,33250.0,Wed Jan 14 2015 02:20:00 GMT-0800 (PST),Fair Market
2012,LEXUS,Is 250,Base,sedan,automatic,jthbf5c25c5182947,fl,43.0,16342.0,silver,gray,lexus financial services,22600.0,22600.0,Mon Dec 29 2014 09:30:00 GMT-0800 (PST),Fair Market
2012,HYUNDAI,Elantra,GLS,sedan,,kmhdh4ae2cu285837,pa,34.0,44845.0,black,beige,hyundai motor finance,9850.0,9400.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST),Fair Market
2009,HYUNDAI,Accent,SE,hatchback,automatic,kmhcn36c69u130609,tx,28.0,93837.0,silver,black,dt credit corporation,3200.0,5600.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST),Fair Market
2013,FORD,Mustang,V6,convertible,automatic,1zvbp8em1d5222051,fl,44.0,64492.0,gray,beige,dtg operations inc,13350.0,13300.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT),Fair Market
1997,NISSAN,Altima,XE (1997.5),sedan,automatic,1n4bu31d7vc214267,nc,24.0,243622.0,silver,beige,crossroads nissan of wake forest,550.0,600.0,Mon Jun 15 2015 01:31:00 GMT-0700 (PDT),Fair Market
2014,CHEVROLET,Captiva Sport,LS Fleet,suv,automatic,3gnal2ek7es621924,il,35.0,23575.0,black,gray,remarketing by ge/manheim arena illinois,14350.0,13700.0,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),Good Price
2012,HYUNDAI,Equus,Ultimate,sedan,,kmhgh4jh2cu044898,nj,27.0,46866.0,black,black,hyundai motor finance,23100.0,25400.0,Wed May 27 2015 02:30:00 GMT-0700 (PDT),Fair Market
2007,NISSAN,Murano,SL,suv,automatic,jn8az08w07w662899,va,32.0,85590.0,gold,beige,blue knob auto sales inc,8500.0,9400.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST),Fair Market
2012,VOLKSWAGEN,Jetta,SE PZEV,sedan,automatic,3vwdp7aj1cm327616,hi,44.0,18648.0,white,black,vw credit,11200.0,11500.0,Wed Jan 14 2015 06:35:00 GMT-0800 (PST),Fair Market
2014,JEEP,Grand Cherokee,Laredo,suv,,1c4rjfag4ec466216,pa,4.0,13787.0,—,black,hertz corporation/gdp,26900.0,26700.0,Thu Jan 22 2015 01:30:00 GMT-0800 (PST),Fair Market
2006,SUBARU,B9 Tribeca,Limited 7-Passenger,suv,automatic,4s4wx85c564416954,nc,29.0,142471.0,burgundy,gray,honda of concord,5600.0,6100.0,Wed Feb 04 2015 06:00:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Impala,LT Fleet,sedan,automatic,2g1wg5e33d1246775,il,25.0,54366.0,white,black,the hertz corporation,9200.0,9800.0,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT),Fair Market
2008,CHEVROLET,Impala,LT,sedan,automatic,2g1wt58k289121322,md,28.0,105103.0,gray,beige,south bay remarketing services,5025.0,3900.0,Tue Jan 06 2015 09:30:00 GMT-0800 (PST),Good Price
